row_id,Original High Level Intent,Correct Formal Specification,Ambiguous High Level Intent,Ambiguity Types Applied
1445,"100.0.1.0/24 is accessible from praha.
The route from praha to 100.0.1.0/24 includes kiev.
To reach 100.0.1.0/24 from praha, traffic should be split across 2 paths.
Connectivity from lyon to 100.0.1.0/24 is established.
The route from lyon to 100.0.1.0/24 includes kiev.
Traffic from lyon to 100.0.1.0/24 is evenly distributed across 2 paths.
istanbul can reach 100.0.4.0/24.
The route from istanbul to 100.0.4.0/24 includes basel.
To reach 100.0.4.0/24 from istanbul, traffic should be split across 2 paths.","{""reachability"": {""praha"": [""100.0.1.0/24""], ""lyon"": [""100.0.1.0/24""], ""istanbul"": [""100.0.4.0/24""]}, ""waypoint"": {""(praha,100.0.1.0/24)"": [""kiev""], ""(lyon,100.0.1.0/24)"": [""kiev""], ""(istanbul,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(praha,100.0.1.0/24)"": 2, ""(lyon,100.0.1.0/24)"": 2, ""(istanbul,100.0.4.0/24)"": 2}}","praha and the main subnet need connectivity.
Route through kiev if possible.
Load balance the traffic appropriately.
Connect lyon to the main subnet.
The route from lyon to the main subnet includes kiev.
Distribute traffic across available paths.
Ensure istanbul can access 100.0.4.0/24.. Apply the same policy to other relevant connections.
That traffic should be load balanced.",VAGUE_REF; BIDIR; SOFT_WP; SOFT_LB; MERGE; OMIT; PRONOUN
1446,"The subnet 100.0.9.0/24 is reachable from milan.
Traffic from milan to 100.0.9.0/24 passes through rotterdam.
To reach 100.0.9.0/24 from milan, traffic should be split across 2 paths.
The subnet 100.0.4.0/24 is reachable from sofia.
The route from sofia to 100.0.4.0/24 includes basel.
The number of paths between sofia and 100.0.4.0/24 should be 4.
vienna can reach 100.0.4.0/24.
The route from vienna to 100.0.4.0/24 includes basel.
The number of paths between vienna and 100.0.4.0/24 should be 2.","{""reachability"": {""milan"": [""100.0.9.0/24""], ""sofia"": [""100.0.4.0/24""], ""vienna"": [""100.0.4.0/24""]}, ""waypoint"": {""(milan,100.0.9.0/24)"": [""rotterdam""], ""(sofia,100.0.4.0/24)"": [""basel""], ""(vienna,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(milan,100.0.9.0/24)"": 2, ""(sofia,100.0.4.0/24)"": 4, ""(vienna,100.0.4.0/24)"": 2}}","The subnet the target subnet is reachable from milan.
Load balance the traffic appropriately.
sofia needs to reach the target subnet. The same connectivity requirements apply to the other subnets as well.
Use basel as intermediate hop if available.
Distribute traffic across available paths.
Ensure vienna can access the target subnet. Apply the same policy to other relevant connections.
Consider routing through basel.
The number of paths between vienna and 100.0.4.0/24 should be 2.",VAGUE_REF; OMIT; SOFT_LB; MERGE; SOFT_WP
1447,"100.0.1.0/24 is accessible from london.
Routing traffic between london and 100.0.1.0/24 goes via kiev.
Traffic from london to 100.0.1.0/24 should be load-balanced across 3 paths.
Connectivity from basel to 100.0.1.0/24 is established.
The route from basel to 100.0.1.0/24 includes kiev.
Traffic from basel to 100.0.1.0/24 is evenly distributed across 2 paths.
madrid can reach 100.0.4.0/24.
Routing traffic between madrid and 100.0.4.0/24 goes via basel.
Traffic from madrid to 100.0.4.0/24 should be load-balanced across 2 paths.","{""reachability"": {""london"": [""100.0.1.0/24""], ""basel"": [""100.0.1.0/24""], ""madrid"": [""100.0.4.0/24""]}, ""waypoint"": {""(london,100.0.1.0/24)"": [""kiev""], ""(basel,100.0.1.0/24)"": [""kiev""], ""(madrid,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(london,100.0.1.0/24)"": 3, ""(basel,100.0.1.0/24)"": 2, ""(madrid,100.0.4.0/24)"": 2}}","Ensure connectivity between london and the target subnet.
Routing traffic between london and the target subnet goes via kiev.
Distribute traffic across available paths.
basel and 100.0.1.0/24 should be connected.
The route from basel to 100.0.1.0/24 includes kiev.
Make sure there's redundancy.
madrid can reach the target subnet
Preferably route via basel.
Ensure good redundancy.",VAGUE_REF; BIDIR; SOFT_LB; SOFT_WP
1448,"100.0.9.0/24 is accessible from luxembourg.
The path between luxembourg and 100.0.9.0/24 involves rotterdam.
The number of paths between luxembourg and 100.0.9.0/24 should be 4.
Connectivity from bucharest to 100.0.29.0/24 is established.
To reach 100.0.29.0/24 from bucharest, traffic is directed through london.
Traffic from bucharest to 100.0.29.0/24 should be load-balanced across 3 paths.
Connectivity from brussels to 100.0.4.0/24 is established.
The route from brussels to 100.0.4.0/24 includes basel.
The number of paths between brussels and 100.0.4.0/24 should be 2.","{""reachability"": {""luxembourg"": [""100.0.9.0/24""], ""bucharest"": [""100.0.29.0/24""], ""brussels"": [""100.0.4.0/24""]}, ""waypoint"": {""(luxembourg,100.0.9.0/24)"": [""rotterdam""], ""(bucharest,100.0.29.0/24)"": [""london""], ""(brussels,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(luxembourg,100.0.9.0/24)"": 4, ""(bucharest,100.0.29.0/24)"": 3, ""(brussels,100.0.4.0/24)"": 2}}","Connect luxembourg to 100.0.9.0/24.
The path between luxembourg and 100.0.9.0/24 involves rotterdam.
Ensure good redundancy.
Connect bucharest to 100.0.29.0/24.
Consider routing through london.
Ensure connectivity between brussels and our servers.
Route through basel if possible.",BIDIR; SOFT_LB; SOFT_WP; OMIT; VAGUE_REF
1449,"100.0.1.0/24 is accessible from amsterdam.
Traffic from amsterdam to 100.0.1.0/24 passes through kiev.
To reach 100.0.1.0/24 from amsterdam, traffic should be split across 2 paths.
100.0.1.0/24 is accessible from warsaw.
Traffic from warsaw to 100.0.1.0/24 passes through kiev.
The number of paths between warsaw and 100.0.1.0/24 should be 2.
budapest can reach 100.0.9.0/24.
Traffic from budapest to 100.0.9.0/24 passes through rotterdam.
Traffic from budapest to 100.0.9.0/24 should be load-balanced across 2 paths.","{""reachability"": {""amsterdam"": [""100.0.1.0/24""], ""warsaw"": [""100.0.1.0/24""], ""budapest"": [""100.0.9.0/24""]}, ""waypoint"": {""(amsterdam,100.0.1.0/24)"": [""kiev""], ""(warsaw,100.0.1.0/24)"": [""kiev""], ""(budapest,100.0.9.0/24)"": [""rotterdam""]}, ""loadbalancing"": {""(amsterdam,100.0.1.0/24)"": 2, ""(warsaw,100.0.1.0/24)"": 2, ""(budapest,100.0.9.0/24)"": 2}}","our servers is accessible from amsterdam.
Route through kiev if possible.
Ensure good redundancy.
warsaw and the destination network need connectivity.
Traffic should go through kiev when feasible.
Distribute traffic across available paths.
budapest can reach 100.0.9.0/24.
Use rotterdam as intermediate hop if available.",VAGUE_REF; SOFT_WP; SOFT_LB; BIDIR; OMIT
1450,"Connectivity from frankfurt to 100.0.4.0/24 is established.
The route from frankfurt to 100.0.4.0/24 includes basel.
The number of paths between frankfurt and 100.0.4.0/24 should be 2.
Traffic originating from geneva can reach the subnet 100.0.9.0/24.
Routing traffic between geneva and 100.0.9.0/24 goes via rotterdam.
To reach 100.0.9.0/24 from geneva, traffic is balanced on 3 paths.
marseille can reach 100.0.29.0/24.
Traffic from marseille to 100.0.29.0/24 passes through london.
Traffic from marseille to 100.0.29.0/24 should be load-balanced across 4 paths.","{""reachability"": {""frankfurt"": [""100.0.4.0/24""], ""geneva"": [""100.0.9.0/24""], ""marseille"": [""100.0.29.0/24""]}, ""waypoint"": {""(frankfurt,100.0.4.0/24)"": [""basel""], ""(geneva,100.0.9.0/24)"": [""rotterdam""], ""(marseille,100.0.29.0/24)"": [""london""]}, ""loadbalancing"": {""(frankfurt,100.0.4.0/24)"": 2, ""(geneva,100.0.9.0/24)"": 3, ""(marseille,100.0.29.0/24)"": 4}}","frankfurt and 100.0.4.0/24 need connectivity.
Preferably route via basel.
Distribute traffic across available paths.
Traffic originating from geneva can reach the subnet 100.0.9.0/24.
Routing traffic between geneva and 100.0.9.0/24 goes via rotterdam.
Ensure good redundancy.
marseille needs to reach 100.0.29.0/24.. The same connectivity requirements apply to the other subnets as well.
Route through london if possible.
Ensure fault tolerance with multiple routes.",BIDIR; SOFT_WP; SOFT_LB; MERGE
1451,"milan can reach 100.0.4.0/24.
To reach 100.0.4.0/24 from milan, traffic is directed through basel.
Traffic from milan to 100.0.4.0/24 should be load-balanced across 2 paths.
100.0.9.0/24 is accessible from strasbourg.
To reach 100.0.9.0/24 from strasbourg, traffic is directed through rotterdam.
Traffic from strasbourg to 100.0.9.0/24 should be load-balanced across 2 paths.
The subnet 100.0.1.0/24 is reachable from madrid.
The route from madrid to 100.0.1.0/24 includes kiev.
To reach 100.0.1.0/24 from madrid, traffic should be split across 3 paths.","{""reachability"": {""milan"": [""100.0.4.0/24""], ""strasbourg"": [""100.0.9.0/24""], ""madrid"": [""100.0.1.0/24""]}, ""waypoint"": {""(milan,100.0.4.0/24)"": [""basel""], ""(strasbourg,100.0.9.0/24)"": [""rotterdam""], ""(madrid,100.0.1.0/24)"": [""kiev""]}, ""loadbalancing"": {""(milan,100.0.4.0/24)"": 2, ""(strasbourg,100.0.9.0/24)"": 2, ""(madrid,100.0.1.0/24)"": 3}}","milan and the remote network should be connected.
Load balance the traffic appropriately.
100.0.9.0/24 is accessible from strasbourg.
Consider routing through rotterdam.
Traffic from strasbourg to 100.0.9.0/24 should be load-balanced across 2 paths.
The subnet that network is reachable from madrid.
The route from madrid to that network includes kiev.
To reach that network from madrid, traffic should be split across 3 paths.",VAGUE_REF; BIDIR; SOFT_LB; SOFT_WP
1452,"Connectivity from praha to 100.0.9.0/24 is established.
Traffic from praha to 100.0.9.0/24 passes through rotterdam.
Traffic from praha to 100.0.9.0/24 is evenly distributed across 2 paths.
Connectivity from strasbourg to 100.0.4.0/24 is established.
Routing traffic between strasbourg and 100.0.4.0/24 goes via basel.
To reach 100.0.4.0/24 from strasbourg, traffic is balanced on 3 paths.
Traffic originating from vienna can reach the subnet 100.0.29.0/24.
The route from vienna to 100.0.29.0/24 includes london.
Traffic from vienna to 100.0.29.0/24 should be load-balanced across 2 paths.","{""reachability"": {""praha"": [""100.0.9.0/24""], ""strasbourg"": [""100.0.4.0/24""], ""vienna"": [""100.0.29.0/24""]}, ""waypoint"": {""(praha,100.0.9.0/24)"": [""rotterdam""], ""(strasbourg,100.0.4.0/24)"": [""basel""], ""(vienna,100.0.29.0/24)"": [""london""]}, ""loadbalancing"": {""(praha,100.0.9.0/24)"": 2, ""(strasbourg,100.0.4.0/24)"": 3, ""(vienna,100.0.29.0/24)"": 2}}","Connectivity from praha to our servers is established.
Traffic from praha to our servers passes through rotterdam.
Distribute traffic across available paths.
strasbourg and 100.0.4.0/24 should be connected.
Ensure good redundancy.
Ensure vienna can access 100.0.29.0/24.. Apply the same policy to other relevant connections.
Use london as intermediate hop if available.
Ensure fault tolerance with multiple routes.",VAGUE_REF; SOFT_LB; BIDIR; OMIT; MERGE; SOFT_WP
1453,"Connectivity from sofia to 100.0.29.0/24 is established.
Traffic from sofia to 100.0.29.0/24 passes through london.
The number of paths between sofia and 100.0.29.0/24 should be 5.
The subnet 100.0.9.0/24 is reachable from bratislava.
Traffic from bratislava to 100.0.9.0/24 passes through rotterdam.
To reach 100.0.9.0/24 from bratislava, traffic should be split across 7 paths.
Traffic originating from roma can reach the subnet 100.0.1.0/24.
Traffic from roma to 100.0.1.0/24 passes through kiev.
To reach 100.0.1.0/24 from roma, traffic is balanced on 2 paths.","{""reachability"": {""sofia"": [""100.0.29.0/24""], ""bratislava"": [""100.0.9.0/24""], ""roma"": [""100.0.1.0/24""]}, ""waypoint"": {""(sofia,100.0.29.0/24)"": [""london""], ""(bratislava,100.0.9.0/24)"": [""rotterdam""], ""(roma,100.0.1.0/24)"": [""kiev""]}, ""loadbalancing"": {""(sofia,100.0.29.0/24)"": 5, ""(bratislava,100.0.9.0/24)"": 7, ""(roma,100.0.1.0/24)"": 2}}","Connectivity from sofia to that network is established.
Traffic should go through london when feasible.
Distribute traffic across available paths.
bratislava and 100.0.9.0/24 need connectivity.
Traffic from bratislava to 100.0.9.0/24 passes through rotterdam.
Make sure there's redundancy.
roma and the destination network should be connected.
Traffic from roma to 100.0.1.0/24 passes through kiev.
Ensure good redundancy.",VAGUE_REF; SOFT_WP; SOFT_LB; BIDIR
1454,"Connectivity from barcelona to 100.0.4.0/24 is established.
The route from barcelona to 100.0.4.0/24 includes basel.
The number of paths between barcelona and 100.0.4.0/24 should be 3.
Traffic originating from istanbul can reach the subnet 100.0.1.0/24.
To reach 100.0.1.0/24 from istanbul, traffic is directed through kiev.
Traffic from istanbul to 100.0.1.0/24 is evenly distributed across 4 paths.
Traffic originating from amsterdam can reach the subnet 100.0.29.0/24.
Traffic from amsterdam to 100.0.29.0/24 passes through london.
The number of paths between amsterdam and 100.0.9.0/24 should be 2.","{""reachability"": {""barcelona"": [""100.0.4.0/24""], ""istanbul"": [""100.0.1.0/24""], ""amsterdam"": [""100.0.29.0/24""]}, ""waypoint"": {""(barcelona,100.0.4.0/24)"": [""basel""], ""(istanbul,100.0.1.0/24)"": [""kiev""], ""(amsterdam,100.0.29.0/24)"": [""london""]}, ""loadbalancing"": {""(barcelona,100.0.4.0/24)"": 3, ""(istanbul,100.0.1.0/24)"": 4, ""(amsterdam,100.0.9.0/24)"": 2}}","Connectivity from barcelona to 100.0.4.0/24 is established.
The route from barcelona to 100.0.4.0/24 includes basel.
The number of paths between barcelona and 100.0.4.0/24 should be 3.
Ensure connectivity between istanbul and 100.0.1.0/24..
Use multiple paths for reliability.
Traffic originating from amsterdam can reach the subnet 100.0.29.0/24.
Consider routing through london.",BIDIR; SOFT_LB; SOFT_WP
1455,"100.0.9.0/24 is accessible from warsaw.
The route from warsaw to 100.0.9.0/24 includes rotterdam.
To reach 100.0.9.0/24 from warsaw, traffic should be split across 2 paths.
100.0.4.0/24 is accessible from athens.
Routing traffic between athens and 100.0.4.0/24 goes via basel.
Traffic from athens to 100.0.4.0/24 is evenly distributed across 2 paths.
Connectivity from zurich to 100.0.4.0/24 is established.
To reach 100.0.4.0/24 from zurich, traffic is directed through basel.
To reach 100.0.4.0/24 from zurich, traffic is balanced on 2 paths.","{""reachability"": {""warsaw"": [""100.0.9.0/24""], ""athens"": [""100.0.4.0/24""], ""zurich"": [""100.0.4.0/24""]}, ""waypoint"": {""(warsaw,100.0.9.0/24)"": [""rotterdam""], ""(athens,100.0.4.0/24)"": [""basel""], ""(zurich,100.0.4.0/24)"": [""basel""]}, ""loadbalancing"": {""(warsaw,100.0.9.0/24)"": 2, ""(athens,100.0.4.0/24)"": 2, ""(zurich,100.0.4.0/24)"": 2}}","warsaw and 100.0.9.0/24 need connectivity.
The route from warsaw to 100.0.9.0/24 includes rotterdam.
To reach 100.0.9.0/24 from warsaw, traffic should be split across 2 paths.
the destination network is accessible from athens.
Use basel as intermediate hop if available.
Use multiple paths for reliability.
Connectivity from zurich to the remote network is established.
To reach the remote network from zurich, traffic is directed through basel.
Distribute traffic across available paths.",BIDIR; VAGUE_REF; SOFT_WP; SOFT_LB
1456,"Traffic originating from geneva can reach the subnet 100.0.29.0/24.
Routing traffic between geneva and 100.0.29.0/24 goes via london.
Traffic from geneva to 100.0.29.0/24 should be load-balanced across 4 paths.
Connectivity from bucharest to 100.0.4.0/24 is established.
Routing traffic between bucharest and 100.0.4.0/24 goes via basel.
The number of paths between bucharest and 100.0.4.0/24 should be 2.
The subnet 100.0.29.0/24 is reachable from milan.
The route from milan to 100.0.29.0/24 includes london.
To reach 100.0.29.0/24 from milan, traffic is balanced on 2 paths.","{""reachability"": {""geneva"": [""100.0.29.0/24""], ""bucharest"": [""100.0.4.0/24""], ""milan"": [""100.0.29.0/24""]}, ""waypoint"": {""(geneva,100.0.29.0/24)"": [""london""], ""(bucharest,100.0.4.0/24)"": [""basel""], ""(milan,100.0.29.0/24)"": [""london""]}, ""loadbalancing"": {""(geneva,100.0.29.0/24)"": 4, ""(bucharest,100.0.4.0/24)"": 2, ""(milan,100.0.29.0/24)"": 2}}","geneva and 100.0.29.0/24. need connectivity.
Preferably route via london.
Make sure there's redundancy.
Connectivity from bucharest to the main subnet is established.
Use basel as intermediate hop if available.
Ensure connectivity between milan and the remote network.
Route through london if possible.
Make sure there's redundancy.",BIDIR; SOFT_WP; SOFT_LB; VAGUE_REF; OMIT
1457,"Traffic originating from brussels can reach the subnet 100.0.9.0/24.
To reach 100.0.9.0/24 from brussels, traffic is directed through rotterdam.
Traffic from brussels to 100.0.9.0/24 should be load-balanced across 3 paths.
Traffic originating from rotterdam can reach the subnet 100.0.1.0/24.
The path between rotterdam and 100.0.1.0/24 involves kiev.
Traffic from rotterdam to 100.0.1.0/24 is evenly distributed across 4 paths.
The subnet 100.0.9.0/24 is reachable from amsterdam.
Traffic from amsterdam to 100.0.9.0/24 passes through rotterdam.
The number of paths between amsterdam and 100.0.9.0/24 should be 2.","{""reachability"": {""brussels"": [""100.0.9.0/24""], ""rotterdam"": [""100.0.1.0/24""], ""amsterdam"": [""100.0.9.0/24""]}, ""waypoint"": {""(brussels,100.0.9.0/24)"": [""rotterdam""], ""(rotterdam,100.0.1.0/24)"": [""kiev""], ""(amsterdam,100.0.9.0/24)"": [""rotterdam""]}, ""loadbalancing"": {""(brussels,100.0.9.0/24)"": 3, ""(rotterdam,100.0.1.0/24)"": 4, ""(amsterdam,100.0.9.0/24)"": 2}}","Traffic originating from brussels can reach the subnet the target subnet
Traffic from brussels to 100.0.9.0/24 should be load-balanced across 3 paths.
Traffic originating from rotterdam can reach the subnet 100.0.1.0/24.
Preferably route via kiev.
Traffic from rotterdam to 100.0.1.0/24 is evenly distributed across 4 paths.
Ensure amsterdam can access 100.0.9.0/24. Apply the same policy to other relevant connections.
Preferably route via rotterdam.
Load balance the traffic appropriately.",VAGUE_REF; SOFT_WP; MERGE; SOFT_LB
